age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
42,0,91468,11,9,0,0,1,4,0,0,0,40,38
43,2,128354,11,9,0,3,1,4,0,0,0,40,38
35,5,80771,12,14,4,9,1,4,0,0,0,40,38
50,0,221532,7,12,2,2,0,4,1,0,0,40,38
18,2,400616,15,10,4,0,3,4,1,0,0,40,38
32,2,32406,9,13,4,9,1,4,0,0,0,50,38
38,2,192337,12,14,2,9,0,4,1,0,0,40,8
24,2,192766,11,9,2,5,0,4,1,0,0,40,38
41,0,34178,9,13,0,9,1,4,1,0,0,40,38
31,2,114691,11,9,4,11,3,4,1,0,0,40,38
52,1,246197,11,9,2,2,0,4,1,0,0,40,38
39,1,207853,2,8,2,12,0,4,1,0,0,50,38
35,2,187112,9,13,4,7,1,4,0,0,0,45,38
24,2,142528,15,10,4,11,3,4,1,0,0,20,38
20,2,205839,15,10,4,7,3,4,1,0,0,16,38
32,2,295117,9,13,2,3,0,2,1,0,0,40,8
35,4,269300,9,13,4,7,1,2,0,0,0,60,38
38,2,187046,1,7,2,2,0,4,1,0,0,45,38
17,2,413557,1,7,4,0,3,4,0,0,0,32,38
19,4,36012,11,9,4,2,3,4,1,0,0,40,38
51,2,194908,11,9,2,0,5,4,0,0,0,40,38
27,2,386040,8,11,2,2,0,4,1,0,0,40,25
28,2,213081,1,7,4,7,1,2,0,0,0,40,22
29,2,35032,15,10,2,5,0,4,1,0,0,60,38
55,2,199763,11,9,5,10,1,4,1,0,0,81,38
73,2,173047,9,13,2,9,0,4,1,0,0,15,38
31,2,292592,11,9,2,6,5,4,0,0,0,40,38
19,2,307496,15,10,4,7,3,4,0,0,0,23,38
21,2,193219,11,9,4,0,3,2,0,0,0,35,22
45,2,278151,11,9,2,10,0,4,1,0,0,40,38
45,2,233511,9,13,2,3,0,4,1,0,1977,60,38
23,5,241951,15,10,4,9,1,4,1,0,0,40,38
19,2,278115,15,10,4,7,3,4,1,0,0,12,38
49,2,169180,5,4,2,6,5,4,0,0,0,40,16
53,2,121618,5,4,4,13,1,0,1,0,0,40,38
41,4,145441,8,11,2,2,0,4,1,0,0,40,40
50,2,88842,9,13,2,13,0,4,1,7298,0,40,38
32,2,207668,11,9,2,2,0,4,1,0,0,50,38
23,5,199915,11,9,4,7,3,4,0,0,0,21,38
55,2,163083,12,14,2,9,0,4,1,0,0,40,38
26,2,188767,11,9,4,5,1,4,1,0,0,40,38
59,2,206487,15,10,2,2,0,4,1,0,0,40,38
76,2,116202,11,9,6,7,4,4,0,0,0,33,38
43,0,56063,9,13,2,11,0,4,1,0,0,60,38
45,3,177543,11,9,2,11,5,4,0,0,0,50,38
42,2,412379,11,9,2,5,0,4,1,0,0,40,38
50,2,193871,9,13,0,3,4,4,0,0,0,40,38
22,2,134746,0,6,2,11,5,4,0,0,0,40,38
25,2,193787,15,10,4,6,3,4,0,0,0,50,38
27,2,266973,11,9,2,2,0,4,1,0,0,60,38
61,2,28291,11,9,0,4,1,4,0,0,0,82,38
53,2,163678,15,10,2,11,0,4,1,0,0,40,38
25,2,159732,15,10,4,0,1,4,1,0,0,42,38
46,2,74895,7,12,2,2,0,4,1,0,1485,55,38
50,2,133963,9,13,2,9,5,4,0,0,1977,40,38
27,4,30244,11,9,4,4,3,4,1,0,0,80,38
18,2,56613,15,10,4,10,3,4,0,0,0,20,38
33,2,221324,8,11,4,6,4,2,0,0,0,40,38
22,2,333910,15,10,4,12,1,4,0,0,0,43,38
29,2,370242,15,10,2,2,0,4,1,0,0,40,38
21,2,206354,11,9,4,7,4,2,0,0,0,35,38
19,2,128346,11,9,4,6,3,4,0,0,0,40,38
72,2,56559,11,9,2,11,0,4,1,0,0,12,38
21,2,227986,11,9,4,6,4,4,0,0,0,40,38
17,2,321880,0,6,4,7,3,2,1,0,0,15,38
62,2,178249,9,13,2,3,0,4,1,0,0,35,38
56,2,197114,11,9,4,5,3,4,1,0,0,28,38
53,2,177647,9,13,0,3,4,4,1,0,0,40,38
19,2,168294,11,9,4,2,3,4,1,0,0,40,38
28,2,142712,9,13,4,3,1,4,1,0,0,50,38
37,2,77820,9,13,2,3,0,4,1,0,0,45,38
58,2,285885,6,5,0,7,4,4,0,0,0,40,38
38,2,40077,11,9,2,2,0,4,1,0,0,50,38
38,2,51838,11,9,2,9,5,4,0,0,0,40,38
51,4,125417,12,14,2,3,0,4,1,0,0,42,38
36,2,143123,14,15,2,9,0,4,1,0,0,50,38
33,2,311194,1,7,4,11,4,2,0,0,0,17,38
45,4,275445,9,13,0,3,4,4,1,0,0,50,38
21,2,121889,15,10,4,11,3,2,0,0,0,20,38
19,2,111232,11,9,4,11,3,4,1,0,0,40,38
37,2,200374,9,13,2,11,0,4,1,0,1902,40,38
32,2,245487,4,3,2,6,0,0,1,0,0,40,25
18,5,59342,1,7,4,0,3,4,0,0,0,5,38
35,0,475324,9,13,2,3,0,4,1,0,0,40,38
26,2,55929,12,14,4,3,1,4,0,0,0,48,38
33,5,119628,10,16,2,9,0,1,1,0,0,50,16
54,2,37237,9,13,2,9,0,4,1,0,0,40,38
34,2,165737,12,14,2,9,0,1,1,0,0,43,18
24,2,100321,9,13,2,9,0,4,1,0,0,45,38
24,2,317175,9,13,2,11,0,4,1,0,0,45,38
18,2,240747,11,9,4,6,3,4,0,0,0,40,5
29,2,143582,11,9,2,0,5,1,0,0,0,35,39
41,2,101290,11,9,0,11,4,4,0,0,0,40,38
19,2,55284,11,9,4,11,3,4,0,0,0,35,38
35,2,241153,8,11,4,12,1,4,1,0,0,40,38
31,2,279680,15,10,2,5,0,4,1,0,0,45,38
36,0,44364,11,9,4,0,3,2,0,0,0,36,38
44,2,131650,7,12,2,3,0,4,1,0,0,54,38
27,2,298871,9,13,4,7,1,1,1,0,0,40,29
54,2,108435,11,9,2,0,0,4,1,0,0,20,38
38,3,107909,9,13,2,11,0,4,1,0,0,40,38
50,4,198581,14,15,2,9,0,4,1,0,0,50,38
21,2,47541,11,9,0,6,2,4,1,0,0,40,38
35,2,215323,8,11,0,7,4,4,0,0,0,35,38
65,4,99359,14,15,4,9,1,4,1,1086,0,60,38
56,2,147989,15,10,3,13,1,4,1,0,0,40,38
41,2,106900,9,13,2,12,0,4,1,0,0,38,38
27,2,85126,11,9,4,6,1,4,0,0,0,40,38
61,2,124242,11,9,2,10,0,2,1,0,0,40,18
47,2,173271,11,9,0,0,4,4,0,0,0,40,38
20,2,215495,15,10,4,0,3,4,0,0,0,40,25
43,2,112967,15,10,2,10,0,4,1,0,0,40,38
48,5,353824,11,9,2,10,0,4,1,0,0,72,38
34,4,250182,1,7,2,13,0,4,1,0,0,60,38
28,2,196690,8,11,4,6,1,4,0,0,1669,42,38
51,2,85423,11,9,2,11,0,4,1,0,0,55,38
19,2,283945,15,10,4,0,3,4,1,0,0,25,38
27,0,214385,11,9,4,0,1,2,0,0,0,40,38
20,4,188274,15,10,4,9,3,4,1,0,0,10,38
24,2,188300,1,7,4,6,4,4,0,0,0,40,38
32,3,46807,11,9,2,2,0,4,1,99999,0,40,38
51,4,240236,7,12,5,11,1,2,1,0,0,30,38
35,2,228190,11,9,2,13,0,2,1,0,0,40,38
45,2,266860,12,14,2,3,0,4,1,15024,0,50,38
41,1,185057,11,9,0,3,4,4,0,0,0,40,38
44,4,90021,11,9,2,2,0,4,1,0,0,30,38
33,2,37232,15,10,4,2,1,4,1,0,0,80,38
42,1,267252,12,14,5,3,4,2,1,0,0,45,38
55,0,145401,9,13,2,3,0,4,1,0,0,40,38
48,2,102112,7,12,2,9,0,4,1,0,0,50,38
27,2,108431,15,10,4,2,1,2,1,0,0,40,38
26,2,118736,9,13,4,9,1,4,0,0,0,20,38
52,2,317032,11,9,2,2,0,4,1,0,0,50,38
44,2,178385,12,14,2,3,0,1,1,0,0,48,18
26,2,144483,8,11,0,11,3,4,0,594,0,35,38
50,2,135643,11,9,2,6,2,1,0,0,0,40,2
53,2,95540,15,10,0,0,4,4,0,1471,0,40,38
50,2,175804,11,9,2,11,0,4,1,0,0,48,38
39,2,306646,7,12,2,3,0,4,1,0,0,50,38
43,1,323627,15,10,4,3,1,4,0,0,0,12,38
24,5,123160,12,14,3,9,1,1,0,0,0,10,2
26,2,421561,1,7,2,7,2,4,1,0,0,25,38
20,2,155818,11,9,4,7,3,4,0,0,0,20,38
40,2,79531,9,13,2,3,0,4,1,0,0,75,38
26,2,210714,11,9,2,13,0,4,1,0,0,52,38
20,2,170800,15,10,4,4,3,4,0,0,0,40,38
51,2,171914,9,13,2,9,0,4,1,0,0,50,38
47,2,52795,15,10,2,6,0,4,1,0,0,46,38
45,2,338105,15,10,2,2,0,1,1,0,0,40,39
56,4,175964,15,10,0,7,1,4,0,0,0,40,38
43,1,105862,15,10,2,0,5,4,0,0,1902,40,38
39,0,363630,11,9,2,0,0,2,1,7688,0,52,38
33,1,220430,9,13,2,10,0,2,1,0,0,70,38
21,2,191460,1,7,4,7,4,2,0,0,0,40,38
54,2,197975,4,3,2,11,0,4,1,0,0,51,38
60,2,113440,9,13,0,3,3,4,1,0,0,60,38
46,2,369538,0,6,2,13,0,4,1,0,0,40,38
60,2,240951,11,9,0,0,2,4,0,0,0,40,38
25,2,112847,11,9,2,13,3,3,1,0,0,40,38
59,2,264357,0,6,2,13,0,4,1,0,0,50,38
27,4,41099,11,9,4,2,1,4,1,0,0,30,38
67,4,141797,5,4,2,3,0,4,1,0,0,40,38
51,2,166934,11,9,2,6,0,4,1,0,0,40,38
23,2,240137,4,3,4,5,1,4,1,0,0,55,25
45,2,102147,8,11,0,3,1,4,1,0,0,40,38
39,4,134475,9,13,0,0,1,4,1,0,1762,40,38
21,5,258490,15,10,4,9,1,4,0,0,0,20,38
45,5,32186,9,13,5,9,1,4,0,0,0,40,38
44,2,184378,8,11,2,3,0,4,1,0,0,40,38
25,2,282063,5,4,2,5,0,4,1,0,0,40,25
38,2,237713,9,13,2,3,0,4,1,0,0,60,38
55,2,50164,10,16,2,3,0,4,1,0,0,60,38
31,2,132996,11,9,2,9,0,4,1,5178,0,45,38
23,2,259109,7,12,2,7,5,4,0,0,0,40,32
36,2,130200,11,9,0,6,4,4,1,0,0,40,38
41,2,108713,0,6,4,11,3,4,0,0,0,40,38
42,2,30824,12,14,0,9,1,4,0,2354,0,16,38
58,0,175873,15,10,2,0,0,4,1,0,0,40,38
22,2,127768,15,10,4,7,3,4,1,0,0,32,38
45,2,164210,15,10,0,3,1,4,0,0,0,40,38
24,2,403671,9,13,4,9,1,4,1,0,0,40,38
20,2,58222,15,10,4,5,3,4,1,0,0,20,38
59,2,258579,15,10,2,13,0,4,1,3103,0,35,38
19,2,472807,3,2,4,5,2,4,1,0,0,52,25
26,2,196805,15,10,2,13,0,2,1,0,0,65,38
64,2,260082,2,8,2,2,0,4,1,0,0,40,3
53,2,99185,11,9,6,2,4,4,1,0,0,40,38
21,2,414812,5,4,4,2,3,4,1,0,0,40,38
26,2,94477,15,10,2,13,0,4,1,7298,0,55,38
44,2,176063,9,13,2,3,0,4,1,0,0,45,38
47,2,76034,15,10,2,7,0,4,1,0,0,57,38
34,4,192259,14,15,2,9,0,4,1,0,0,35,38
49,2,165953,11,9,2,6,0,4,1,0,1902,40,38
20,2,117476,15,10,2,2,0,4,1,0,0,40,38
65,2,183170,11,9,0,7,1,4,1,0,0,25,38
36,2,198237,9,13,2,9,0,4,1,15024,0,50,38
69,2,36956,15,10,2,3,0,4,1,20051,0,50,38
29,2,236436,7,12,4,9,1,4,0,8614,0,40,38
41,4,438696,12,14,0,11,4,4,1,0,0,5,38
42,2,143342,15,10,0,6,1,4,0,0,0,40,38
45,2,55720,9,13,2,9,0,4,1,0,0,40,38
21,2,270043,15,10,4,7,3,4,0,0,0,16,38
19,2,35245,11,9,4,13,3,4,1,0,0,40,38
49,2,125421,11,9,0,0,4,4,0,0,0,38,38
33,2,124827,11,9,2,13,0,4,1,0,0,40,38
39,1,180686,12,14,2,9,0,4,1,0,1977,45,38
24,4,174391,11,9,2,0,5,4,0,0,0,40,38
28,2,360527,15,10,4,11,1,4,1,0,0,45,38
44,2,105936,7,12,0,0,4,4,0,0,0,40,38
48,4,185385,11,9,2,4,0,4,1,0,0,98,38
64,5,216160,10,16,2,9,0,4,1,0,0,50,3
28,2,171067,11,9,4,5,3,4,0,0,0,40,38
30,2,133602,9,13,0,3,1,4,1,0,0,40,38
63,2,124242,11,9,2,0,0,2,1,0,0,40,38
27,2,336951,11,9,2,13,0,4,1,0,0,99,38
38,4,233571,11,9,5,7,4,4,0,0,0,40,38
27,2,335421,12,14,4,3,3,4,0,0,0,40,38
41,2,421871,11,9,2,2,0,2,1,0,0,40,38
21,2,25505,8,11,4,0,4,2,0,0,0,35,38
19,2,225775,15,10,4,0,1,4,1,0,0,40,38
46,2,87250,9,13,5,12,4,4,0,0,0,40,38
25,2,25386,8,11,4,7,4,0,0,0,0,40,38
19,2,197748,1,7,0,11,4,4,0,0,0,20,38
50,3,158294,14,15,2,9,0,4,1,99999,0,80,38
24,2,116968,9,13,4,3,1,4,1,0,0,45,38
48,2,431513,0,6,2,2,0,4,1,0,0,65,38
42,4,351161,9,13,2,9,0,4,1,0,1887,40,38
36,2,181382,8,11,2,6,0,4,1,3103,0,40,38
42,2,79586,9,13,2,0,0,1,1,0,0,40,38
37,2,86310,15,10,0,0,4,4,0,0,0,45,38
18,2,301762,11,9,4,0,3,4,0,0,0,25,38
52,2,115851,11,9,2,2,0,4,1,0,0,40,38
40,2,299813,1,7,4,6,1,4,0,0,0,37,5
43,2,253759,15,10,2,12,5,2,0,0,0,40,38
38,2,132879,11,9,2,2,0,4,1,7298,0,50,38
56,4,144351,11,9,2,13,0,4,1,0,0,90,38
35,2,93225,11,9,2,2,0,4,1,0,0,40,38
32,2,53277,12,14,2,3,0,4,1,0,0,60,38
45,2,433665,5,4,5,7,4,4,0,0,0,40,25
51,3,351278,9,13,0,4,4,4,1,0,0,50,38
23,2,218899,9,13,4,11,3,4,0,0,0,60,38
51,2,159755,11,9,2,2,0,4,1,0,0,20,38
22,2,341227,15,10,4,0,1,4,1,0,0,20,38
58,2,259014,15,10,4,13,1,4,1,0,0,20,38
39,2,154641,8,11,2,0,0,4,1,0,0,40,38
66,2,313255,15,10,2,11,0,4,1,0,0,24,38
17,2,171080,1,7,4,7,3,4,1,0,0,12,38
54,2,145419,11,9,2,11,0,4,1,0,1672,50,38
37,1,117760,8,11,4,10,1,4,1,4650,0,40,38
25,2,191782,1,7,4,6,3,2,0,0,0,40,38
39,2,179579,11,9,4,2,3,4,1,0,0,40,38
54,5,197184,9,13,2,3,0,4,1,0,0,38,38
21,2,387335,15,10,4,12,3,4,0,0,1719,9,38
32,2,167990,12,14,4,3,1,4,1,14084,0,40,38
30,4,347166,11,9,0,2,1,4,1,0,0,40,38
34,2,128063,11,9,0,7,4,4,0,0,0,36,38
23,2,49296,11,9,4,5,2,2,1,0,0,40,38
44,2,79864,12,14,5,3,4,4,0,0,0,20,38
35,2,136343,11,9,4,11,1,4,1,0,0,40,38
43,2,233130,9,13,0,11,1,4,1,0,0,40,38
30,2,48014,12,14,4,0,1,4,0,0,0,40,9
39,4,188571,1,7,2,13,0,4,1,0,0,40,38
21,2,230248,11,9,4,0,1,4,0,0,0,25,38
22,2,496025,15,10,2,6,0,4,1,0,0,40,25
31,2,47296,15,10,2,0,5,4,0,0,1740,20,38
70,2,176285,11,9,0,7,1,4,0,0,0,23,38
23,2,64520,11,9,4,0,3,4,1,0,0,30,38
21,2,188793,11,9,2,11,0,3,1,0,0,35,38
36,1,223433,8,11,2,10,0,4,1,0,0,53,38
27,2,167336,15,10,4,0,1,4,0,0,0,39,38
29,2,147755,15,10,2,2,0,4,1,0,1672,40,38
53,2,213378,11,9,5,11,1,4,0,0,0,33,38
23,2,180771,3,2,2,6,5,0,0,0,0,35,25
52,2,284329,8,11,2,9,0,4,1,15024,0,40,38
30,2,108386,7,12,2,2,0,4,1,0,0,40,38
51,2,221672,12,14,2,11,0,4,1,15024,0,50,38
34,4,156890,11,9,2,3,0,4,1,0,0,50,38
26,0,206983,14,15,2,9,0,4,1,0,0,60,3
75,2,316119,15,10,6,9,1,4,0,0,0,8,38
19,2,249787,11,9,4,7,2,2,1,0,0,40,38
35,2,82622,11,9,4,7,3,4,1,0,0,40,38
18,2,396270,11,9,4,0,3,4,1,0,0,25,38
18,2,100875,1,7,4,7,4,4,0,0,0,28,38
56,2,174351,2,8,2,2,0,4,1,0,0,40,21
22,2,615367,9,13,4,11,1,4,0,0,0,60,38
40,1,74949,15,10,4,3,1,4,1,0,0,40,38
41,2,200652,6,5,0,7,2,4,0,0,0,35,38
21,2,202214,7,12,4,0,1,4,0,0,0,10,38
33,2,159888,11,9,2,13,0,4,1,0,0,40,38
35,2,330664,11,9,0,13,1,4,1,0,0,40,38
37,2,58337,15,10,0,3,1,4,0,0,0,40,38
31,2,201292,11,9,2,7,0,4,1,0,0,40,38
56,2,91262,11,9,2,13,0,1,1,0,0,45,38
32,2,370160,15,10,5,3,4,2,0,0,0,40,38
36,2,179666,2,8,2,2,0,3,1,0,0,40,38
20,2,117618,15,10,4,3,3,4,1,0,0,40,38
25,2,307643,11,9,2,13,0,4,1,0,0,40,38
23,4,258298,9,13,4,0,3,4,1,0,2231,40,38
80,4,101771,1,7,2,3,0,4,1,0,0,25,38
69,2,174474,0,6,5,6,1,4,0,0,0,28,28
28,4,123983,15,10,2,11,3,1,1,0,0,63,34
29,2,239632,11,9,4,0,1,4,0,0,0,40,38
30,2,188403,15,10,4,6,1,4,1,0,0,40,38
44,2,75012,11,9,2,4,0,4,1,0,0,80,38
33,2,34574,11,9,2,13,0,4,1,0,0,43,38
53,2,123092,11,9,6,6,1,4,0,0,0,40,38
40,2,240124,11,9,2,3,0,4,1,0,0,40,38
41,2,171615,7,12,2,12,0,4,1,0,0,45,38
26,2,203492,11,9,0,2,1,4,1,0,0,40,38
41,2,106900,9,13,2,12,0,4,1,0,1902,42,38
52,3,77392,11,9,2,4,0,4,1,0,0,60,38
25,4,136450,7,12,2,0,5,4,0,0,0,35,38
73,2,333676,11,9,2,4,0,4,1,0,0,50,38
27,2,160786,11,9,0,7,1,4,1,0,0,30,38
26,0,52322,9,13,4,12,1,3,1,0,0,60,38
23,2,435835,11,9,4,11,1,4,1,0,1669,55,38
40,1,166893,9,13,2,10,0,2,1,0,0,40,38
35,2,146091,15,10,4,0,1,4,0,0,0,40,38
51,2,96062,15,10,2,11,0,4,1,0,1977,40,38
59,4,64102,5,4,2,2,0,4,1,0,0,20,38
24,2,180060,12,14,4,3,3,4,1,6849,0,90,38
65,1,103153,5,4,2,3,0,4,1,0,1411,40,38
24,2,235071,1,7,2,2,0,4,1,0,0,50,38
33,5,121245,9,13,2,9,0,4,1,0,0,60,38
34,3,343789,9,13,2,3,0,4,1,7688,0,55,38
31,2,34572,9,13,2,11,0,4,1,0,0,55,38
63,2,207385,15,10,2,11,0,4,1,0,0,30,38
21,5,38251,15,10,4,12,3,4,0,0,0,20,38
51,4,120781,14,15,2,9,0,3,1,99999,0,70,18
32,2,34437,11,9,4,13,3,4,1,0,0,40,38
56,1,183169,12,14,6,9,1,4,0,0,0,40,38
36,2,247600,7,12,0,3,4,1,0,0,0,40,35
21,2,275395,15,10,4,2,3,4,1,0,0,40,38
35,2,352188,11,9,4,12,1,4,1,0,0,40,38
44,2,151504,15,10,2,11,0,4,1,0,0,50,38
28,2,90196,9,13,2,3,0,4,1,0,0,45,38
35,2,285020,11,9,4,2,1,4,1,0,0,40,38
50,2,151580,7,12,2,2,0,4,1,0,0,45,38
30,2,235639,0,6,2,2,0,4,1,0,0,40,38
42,2,386175,15,10,0,11,1,4,1,0,0,50,38
37,2,220314,11,9,0,0,4,4,0,0,0,40,25
19,2,378114,11,9,2,2,0,4,1,0,0,25,38
42,3,187702,14,15,2,9,0,4,1,0,2415,60,38
28,2,312588,0,6,0,7,1,4,0,0,0,40,38
43,2,112763,11,9,4,0,4,4,0,8614,0,43,38
33,2,394727,0,6,4,5,4,2,1,0,0,40,38
21,2,136873,15,10,4,9,3,4,1,0,0,10,38
51,4,218311,15,10,0,11,4,4,0,0,0,50,38
56,4,73746,15,10,2,3,0,4,1,0,0,50,38
65,4,131417,4,3,2,4,0,4,1,1797,0,21,38
22,2,190625,15,10,4,0,3,4,1,0,0,35,38
38,3,189679,9,13,2,9,0,4,1,0,0,50,38
30,2,255885,15,10,2,11,0,4,1,0,0,50,38
73,2,139978,1,7,2,6,0,4,1,0,0,40,38
39,0,243872,7,12,4,9,1,4,1,0,0,40,38
50,4,341797,14,15,2,9,0,4,1,0,0,50,38
48,2,255439,15,10,4,5,1,4,1,0,0,40,38
27,2,168827,11,9,2,6,0,4,1,0,0,40,38
31,4,286282,9,13,2,0,5,4,0,0,0,20,38
66,4,104576,9,13,2,3,0,4,1,0,0,8,38
30,2,154950,15,10,2,3,0,4,1,15024,0,60,38
54,2,176240,12,14,2,13,0,4,1,7688,0,60,38
44,2,147265,15,10,2,3,0,4,1,0,0,40,38
30,2,227359,15,10,4,2,4,4,1,0,0,40,38
22,2,117747,15,10,4,2,2,1,0,0,0,40,39
58,4,35551,9,13,2,3,0,4,1,0,0,70,38
25,2,189590,9,13,4,12,1,4,1,0,0,40,38
42,2,26672,8,11,4,0,1,4,0,0,0,60,38
36,2,312206,11,9,2,6,0,4,1,0,0,40,38
19,2,274657,4,3,4,7,1,4,1,0,0,50,12
32,2,235847,15,10,4,3,2,4,0,0,0,50,38
19,2,242941,15,10,4,11,3,4,0,0,1602,10,38
41,2,306405,15,10,2,12,5,4,0,0,0,40,38
39,5,239409,11,9,2,10,0,4,1,0,0,50,38
41,4,223763,12,14,2,2,0,4,1,0,0,65,38
51,2,259323,9,13,2,3,0,4,1,0,0,50,38
22,2,225156,11,9,4,0,1,4,0,0,0,40,38
51,1,96678,12,14,2,9,0,4,1,0,0,60,38
35,5,225385,11,9,0,9,4,4,0,0,0,40,38
57,2,173580,15,10,6,6,4,4,0,0,0,40,38
28,2,124680,11,9,4,11,4,4,0,0,0,70,38
20,2,32732,15,10,4,7,1,4,1,0,0,45,38
50,2,150975,11,9,0,6,1,0,0,0,0,40,38
25,2,130793,15,10,0,7,1,4,1,0,0,30,38
31,2,377374,15,10,0,0,4,2,0,0,0,40,23
42,2,145711,12,14,2,9,0,4,1,0,1902,50,38
19,2,167149,15,10,4,11,3,4,0,0,0,25,38
36,2,415578,15,10,2,2,0,4,1,0,0,40,38
47,2,120131,11,9,2,2,0,4,1,0,0,50,38
17,2,172050,1,7,4,5,3,4,1,0,0,16,38
28,2,119793,8,11,0,3,1,4,1,10520,0,50,38
55,2,209535,11,9,0,13,1,4,1,0,0,40,38
27,2,97165,15,10,4,6,2,4,0,0,0,40,38
44,1,177240,14,15,4,9,1,4,1,10520,0,40,38
53,2,158294,12,14,2,9,0,4,1,7298,0,40,38
24,2,222005,11,9,4,7,2,4,1,0,0,30,38
31,2,379046,11,9,4,5,3,1,0,0,0,40,39
20,2,382153,15,10,4,11,3,4,1,0,0,25,38
31,2,137952,15,10,2,7,0,3,1,0,0,40,32
39,2,215095,1,7,4,9,4,4,0,0,0,30,32
28,2,137898,11,9,0,0,1,4,0,0,0,35,38
25,2,143267,11,9,4,0,1,4,0,0,0,48,38
34,2,49469,9,13,4,11,1,4,1,99999,0,50,38
25,5,218184,9,13,4,10,1,2,0,0,0,40,38
24,2,164529,2,8,4,4,3,2,1,0,0,40,38
56,1,216851,9,13,2,12,0,4,1,0,0,40,38
32,2,344129,11,9,2,6,0,4,1,0,0,40,38
32,2,202952,11,9,2,0,0,4,1,0,0,40,38
55,2,182460,11,9,2,2,0,4,1,15024,0,35,38
27,2,77774,11,9,4,6,3,4,0,0,0,34,38
33,1,190027,15,10,4,0,4,2,0,0,0,18,38
28,2,263015,0,6,2,2,0,4,1,0,0,40,38
47,2,101299,11,9,2,2,0,4,1,0,0,40,38
24,5,155775,11,9,2,12,0,4,1,0,0,40,38
18,2,28648,1,7,4,7,2,4,0,0,0,40,38
53,2,194501,1,7,6,7,3,4,0,0,0,47,38
44,2,214838,11,9,2,6,0,4,1,0,0,45,38
31,2,347166,15,10,0,2,3,4,1,4650,0,40,38
51,4,141388,11,9,2,4,0,4,1,0,0,55,38
56,2,232139,11,9,0,13,1,4,1,0,0,40,38
24,4,204209,15,10,4,4,3,4,1,0,0,60,38
57,3,180211,14,15,2,9,0,1,1,0,0,50,35
31,2,73585,8,11,2,9,0,4,1,0,0,45,38
17,2,75333,0,6,4,11,3,2,0,0,0,24,38
26,2,61270,11,9,4,6,4,3,0,0,0,40,3
35,1,72338,11,9,0,4,3,1,1,0,0,56,38
24,4,166036,15,10,2,13,0,4,1,0,0,60,38
24,2,278130,11,9,4,2,3,4,1,0,0,40,38
25,2,169100,12,14,2,3,0,4,1,0,0,40,38
23,2,210474,15,10,4,7,3,4,0,0,0,30,38
46,1,170092,12,14,4,9,1,4,0,0,0,43,38
31,2,173350,11,9,4,7,1,4,0,0,0,30,38
26,2,333541,11,9,4,7,1,4,1,0,0,24,38
28,2,54042,8,11,4,7,1,4,0,2463,0,35,38
30,2,74966,8,11,2,0,5,4,0,0,0,24,38
21,2,145964,2,8,4,4,1,4,1,0,0,40,38
49,1,329144,15,10,2,10,0,4,1,0,0,44,38
31,2,185732,11,9,4,7,3,4,0,0,0,30,38
40,0,241895,11,9,2,0,0,4,1,0,0,40,38
27,2,99897,15,10,2,12,0,4,1,0,0,40,38
20,2,298635,15,10,4,11,3,1,1,0,0,30,29
53,2,53812,15,10,6,3,1,4,0,0,0,54,38
35,2,205852,11,9,2,5,0,4,1,0,0,40,38
21,2,179720,11,9,4,7,2,4,0,0,0,30,38
29,2,142555,12,14,4,9,1,2,1,0,0,42,38
72,2,106890,8,11,6,0,1,4,0,0,0,40,38
20,2,214387,11,9,4,6,3,4,1,0,0,40,38
40,2,247880,9,13,2,12,0,4,1,0,0,40,38
50,3,119099,15,10,2,3,0,4,1,0,0,99,38
50,2,172511,15,10,2,2,0,4,1,0,0,40,38
40,3,102226,11,9,2,3,0,4,1,0,0,40,38
49,2,176684,8,11,4,3,4,4,0,0,0,40,38
34,2,103408,15,10,0,9,1,2,1,0,0,40,10
56,0,162137,11,9,2,13,0,0,1,0,0,40,38
25,2,177499,9,13,4,2,3,4,1,0,1590,35,38
44,2,191893,11,9,4,7,3,4,0,0,0,24,38
21,1,32639,15,10,4,9,1,4,1,0,0,20,38
32,2,160362,15,10,0,7,2,4,1,0,0,40,26
37,2,334291,9,13,4,3,1,4,1,0,0,50,38
57,4,84231,15,10,2,7,0,4,1,0,0,48,38
27,2,177119,15,10,0,0,4,4,0,0,0,44,38
27,2,301302,9,13,4,2,1,4,1,0,0,50,38
55,2,223613,3,2,0,8,4,4,0,0,0,30,4
39,2,80324,15,10,2,3,0,4,1,0,1977,62,38
30,2,248584,15,10,2,2,0,4,1,0,0,40,38
72,4,258761,11,9,2,4,0,4,1,0,0,40,38
47,3,96798,11,9,2,3,0,4,1,0,0,80,38
33,2,399088,11,9,0,13,4,4,0,0,0,40,38
31,2,223327,11,9,2,3,0,4,1,0,0,40,38
25,2,212522,11,9,4,2,2,4,1,0,0,40,38
26,2,197967,11,9,2,11,0,4,1,0,0,65,38
38,2,298841,15,10,4,3,1,4,0,0,0,45,38
50,1,169182,11,9,0,7,4,4,0,0,0,49,5
53,2,299080,15,10,4,0,4,2,0,0,0,40,38
54,2,174102,9,13,2,3,0,4,1,0,0,40,38
43,4,227298,9,13,4,11,1,4,1,0,0,45,38
20,2,493443,1,7,4,5,1,4,1,0,0,40,38
40,2,182268,13,1,3,0,3,4,1,0,0,40,38
